letter,ID,P1,P2
RM3,concatenate180,-103.7999191,-46.42687225
RM3,concatenate180,-133.8035126,-37.36796951
RM3,concatenate180,-118.7856598,-85.82667542
RM3,concatenate180,-89.02298737,-93.90579987
RM3,concatenate180,-81.45783997,-24.08479309
RM3,concatenate180,-122.8974991,-31.95511627
RM3,concatenate180,-78.83172607,-31.22430038
RM3,concatenate180,-153.2705231,-28.14845085
RM3,concatenate180,-159.7033081,-35.8019371
RM3,concatenate180,-128.6797791,-37.73739624
RM3,concatenate180,-96.59616852,-21.52292442
RM3,concatenate180,-61.60535431,-33.52918243
RM3,concatenate180,-46.53930664,-32.5012207
RM3,concatenate180,-115.3484116,-41.49587631
RM3,concatenate180,-118.9302139,-53.01224518
RM3,concatenate180,-114.577446,-49.26982498
RM3,concatenate180,-79.13690186,-27.86736679
RM3,concatenate180,-52.40189362,-28.59818268
RM3,concatenate180,-72.59970856,-23.77158737
RM3,concatenate180,-126.3427734,-45.77636719
RM3,concatenate180,-53.28529739,-27.65053177
RM3,concatenate180,-68.19072723,-27.9075222
RM3,concatenate180,-81.00007629,-40.10652161
RM3,concatenate180,-27.29717064,-42.55595779
RM3,concatenate180,-95.00604248,-48.00896835
RM3,concatenate180,-67.89357758,-24.55861855
RM3,concatenate180,-82.66248322,-17.96521568
RM3,concatenate180,-146.0266113,-34.33227539
RM3,concatenate180,-43.53573608,-34.38046265
RM3,concatenate180,-29.76267052,-48.07321548
RM3,concatenate180,-91.97034454,-59.62171173
RM3,concatenate180,-121.4760208,-26.26117897
RM3,concatenate180,-165.0117645,-53.92777252
RM3,concatenate180,-107.8394852,-26.66272545
RM3,concatenate180,-131.072998,-46.84448242
RM3,concatenate180,-118.046814,-74.71185303
RM3,concatenate180,-80.98401642,-40.70081329
RM3,concatenate180,-35.50479126,-56.25674438
RM3,concatenate180,-66.68894196,-80.11667633
RM3,concatenate180,-59.16394806,-25.59461021
RM3,concatenate180,-49.78380585,-76.6392746
RM3,concatenate180,-79.8034668,-24.87182617
RM3,concatenate180,-49.64728165,-63.68536758
RM3,concatenate180,-97.60806274,-45.72817993
RM3,concatenate180,-38.14697266,-30.82275391
RM3,concatenate180,-88.42869568,-23.1210804
RM3,concatenate180,-56.78678894,-29.93132019
RM3,concatenate180,-61.54110718,-39.56845093
RM3,concatenate180,-115.8383026,-21.84416199
RM3,concatenate180,-40.38760376,-23.29776192
RM3,concatenate180,-65.66098022,-30.87093925
RM3,concatenate180,-52.21718216,-30.24452591
RM3,concatenate180,-40.33139038,-21.41049004
RM3,concatenate180,-65.50839233,-65.50839233
RM3,concatenate180,-76.99263763,-32.43697357
RM3,concatenate180,-104.5548325,-18.49525833
RM3,concatenate180,-85.25647736,-45.58362579
RM3,concatenate180,-105.6631012,-20.21388054
RM3,concatenate180,-79.5705719,-42.33912277
RM3,concatenate180,-44.75643921,-31.32870293
RM3,concatenate180,-50.56280899,-24.92804337
RM3,concatenate180,-47.05328751,-38.50836563
RM3,concatenate180,-89.95457458,-26.47801399
RM3,concatenate180,-67.82130432,-40.35548019
RM3,concatenate180,-81.15266418,-39.03840637
RM3,concatenate180,-36.87808228,-27.72281075
RM3,concatenate180,-86.1318512,-20.21388054
RM3,concatenate180,-95.60836029,-36.40425873
RM3,concatenate180,-123.2348022,-26.79925156
RM3,concatenate180,-83.11221313,-50.15322876
RM3,concatenate180,-101.5914078,-50.9322319
RM3,concatenate180,-138.8067932,-24.06070137
RM3,concatenate180,-87.53726196,-27.11245918
RM3,concatenate180,-73.25824738,-46.40278244
RM3,concatenate180,-50.78767395,-28.8150177
RM3,concatenate180,-33.84238815,-64.35996246
RM3,concatenate180,-30.27664948,-19.29032135
RM3,concatenate180,-78.00453949,-23.68324661
RM3,concatenate180,-56.48161316,-30.23649597
RM3,concatenate180,-103.9284134,-34.95869064
RM3,concatenate180,-99.22228241,-47.95275116
RM3,concatenate180,-104.9483414,-29.875103
